objectid,filename,format,title,location,haspolicy,description,placenametools,contactinfo,latitude,longitude
alberta_sylvanlake,,record,Sylvan Lake,Alberta,Yes,"Park and Playground Naming Policy: <br><br>POLICY STATEMENT: The Town of Sylvan Lake recognizes that it has an important and unique opportunity to leave a lasting legacy of community spirit and collective heritage through the naming of community parks and playgrounds within the Town of Sylvan Lake limits. This policy shall establish and maintain an orderly system to recognize and commemorate noteworthy persons or businesses that have made a significant contribution towards the Town of Sylvan Lake. TIIE PIJRPOSE OF THIS POLICY IS TO: a. Establish a sense of community through the naming of parks and playgrounds; b. Establish naming criteria; c. Provide a process for approving names of parks an <br><br>Namine Criteria and Guidelines e. The name of the person must meet at least one of the following criteria; i. A person who demonstrates excellence, courage or exceptional dedication to service in ways that bring distinct credit to the Town of Sylvan Lake, Alberta, or Canada; ii. Volunteers that give extraordinary help or care to individuals, families, or groups, or supports community services or humanitarian causes; iii. Individuals who have risked their life to save or protect others; iv. A person who achieves a deed or activity performed in an outstanding professional manner or of an uncommonly high standard that brings considerable recognition or great honor to the Town of Sylvan Lake, Alberta, or Canada; and v. Historical names that celebrate a historic event or moment in time. f. Names, other than a person, may reflect a historical event significant to Sylvan Lake g. Names, other than a person, may recognize flora and fauna of the areas or the geographical or topographical feature of the town. h. Names, other than a person, may reflect the development area and or subdivision name. Namins Approval Process a. The applicant will submit their proposed naming recommendation along with support documentation to the Town of Sylvan Lake Parks Department. The Parks Department will review the request and ensure all information is complete and follows the park naming criteria. On behalf of the applicant The Parks Department will submit the application to the Community Services Committee. b. The Community Services Committee will evaluate all suggestions for naming the specific park and / or playground based on the criteria and guidelines. c. If the application is not successful, a member of the Community Services Committee will contact the applicant to inform them. d. The Community Services Committee will make a recommendation to Council. e. Council will review the recommendation and have final approval of all names to be attributed to town parks and playgrounds. <br><br>Public Facing Municipal Asset Naming Policy: <br><br>POLICY STATEMENT The Town of Sylvan Lake will have a process for the naming of community parks, playgrounds, trails, public facilities, and other Town of Sylvan Lake public facing assets that recognizes and commemorates significant persons, history, heritage, native flora, fauna, wildlife, geographical and natural features, of the Town of Sylvan Lake and surrounding area, the Province of Alberta, and Canada. The naming of Town of Sylvan Lake community parks, playgrounds and municipal facilities by corporate sponsors who have purchased a naming right for a specific period shall be the subject of individual contractual agreements that are not covered by this policy. THE PURPOSE OF THIS POLICY IS TO 0 To establish a sense of community through the naming of parks, playgrounds, trails, public facilities, and other Town of Sylvan Lake public facing assets. 0 To establish naming criteria. o To provide a process for approving names of parks, playgrounds, trails, public facilities, and other Town of Sylvan Lake public facing assets. 0 To provide guidelines for the naming process. 2. RESPONSlBiL|TlES a. Council to: i. set and approve Town policy. b. Chief Administrative Officer to: i. review the final draft Policy and, when satis?ed, present to Council for adoption; ii. certify the original of a Town Policy after it has been adopted; iii. oversee and approve the development and updating of procedures necessary for successful implementation ofthe policy; iv. assign the role of Coordinator. c. Directors to: i. direct the preparation of proposed Policy & Procedures, and amendments to existing Policies & Procedures when the need is recognized; ii. circulate and co-ordinate proposed new, or amended Policies & Procedures, with all affected departments for their input and concurrence; iii. review the final draft Policy and Procedures and present to the Chief Administrative Of?cer for review; iv. periodically review Policies & Procedures for which their department is responsible and prepare amendments when the need is recognized; v. circulate and ensure employees are aware of all Policies & Procedures and their amendments. d. Coordinator to: i. maintain the Policy & Procedure Manual for the Town; ii. establish, maintain and control the numbering, indexing and distribution systems for Town Policies & Procedures. PROCEDURES: 1. Naming Process 1.1 1.2 1.3 1.4 1.5 1.6 1.7 Any member of the public, or of the Town Council, may submit a name for naming consideration to the CAO's office. The CAO's office shall be the central depository for all new naming requests. Submissions must be received as outlined in the Naming Application Form. The Town of Sylvan Lake will establish a NAME BANK and rely upon the name bank to serve as a primary source of potential names for community parks, playgrounds, trails, public facilities, and other Town of Sylvan Lake public facing assets. Alternate names, not found in the Name Bank, may be considered by the Town of Sylvan Lake Council in special circumstances, as detailed in the Naming Policy. A Staff, Town of Sylvan Lake Naming Committee, will be established and responsible for updating and maintaining the Town of Sylvan Lake Name Bank and ensuring compliance with the Naming Policy. Upon receipt ofthe request, the CA0, or designate, shall fonrvard the application to the Town of Sylvan Lake Naming Committee, which will review the application to ensure that it meets the requirements of the Naming Policy. The Town of Sylvan Lake Naming Committee willmeet quarterly when there are applications for review. All applications will be reviewed at the next scheduled meeting. it is important that the Town of Sylvan Lake support and celebrate First Nations and Metis culture specifically the language and linguistic standards of various indigenous groups. This promotes a value and source of pride through their unique cultures and fosters a sense of belonging and true equality for all our citizens. All proposed names to be added or retired from the Town of Sylvan Lake Name Bank and the proposed names of all community parks, playgrounds, trails, public facilities and other Town of Sylvan Lake public facing assets shall be reported to Town of Sylvan Lake Town Council for ?nal decision. The process and requirements for naming community parks, playgrounds, trails, public facilities and other Town of Sylvan Lake assets will be clearly outlined and made available 2. Naming Criteria and Guidelines The Town of Sylvan Lake Naming Committee will use the following guidelines when evaluating names. 2.1 The name of a person must meet at least one of the following criteria: i. A person who demonstrates excellence, courage or exceptional dedication to service in ways that bring special credit to the Town of Sylvan Lake, Province of Alberta, or Canada. ii. A person who volunteers and gives extraordinary help or care to individuals, families or groups, or supports community services or humanitarian causes. iii. A person who fosters equality and reduces discrimination. iv. A person who risks his or her life to save or protect others. v, A person who achieves a deed or activity performed in an outstandingly professional manner or of an uncommonly high standard that brings considerable benefit or great honour to the Town of Sylvan Lake, Province of Alberta, or Canada. vi. The Town of Sylvan Lake encourages that the names to be honoured reflect the heritage, cultural, ethnic or gender diversity of the community, including early pioneers who have contributed significantly to the community and historical members of the Indigenous Communities. vii. Names, other than a person, may reflect a historical event signi?cant to the Town of Sylvan Lake. viii.Names, other than a person, may recognize the ?ora and fauna of the local area or the geographical or topographical feature of the local area. The Town of Sylvan Lake Naming Committee will also consider: I The extent to which the name is used elsewhere in the Town of Sylvan Lake. II The topological appropriateness of the name to the community. iii. The extent to which the name may be regarded as offensive iv. The degree to which the name may be precedent-setting v The degree to which the name conflicts with the significance/background of the location vi, The presence of the original name ifthe name is changed. Does the name still exist? If it does not, was/is the original name historically significant and worth retaining? vii. Is the name problematic for dispatching emergency services personnel? viii. Does the proposed name pose problems when/if a plaque/cairn/fountain, or some such, is created? ix. Are there alternative means to recognize citizens’ contributions other than naming a Town of Sylvan Lake owned asset? Such as Town of Sylvan Lake Awards Program or Special Event. historical Names approved by the Town of Sylvan Lake Naming Committee will be placed on the Names Reserve List for future consideration or in special consideration be submitted to council when naming an asset or project under development. Names on the Names Reserve List shall be ranked by the Town of Sylvan Lake Naming Committee based on their suitability for certain high-level projects; higher-ranking names shall be attributed to higher profile cases (ex. facilities, highly programmable parks, etc.). 3. Naming Application Process 3.1 3.2 Any member of the public, or of the Town of Sylvan Lake Council, may submit a name for naming consideration. All applicants must submit a Town of Sylvan Lake Naming Application Form. The Town of Sylvan Lake Naming Committee will consider the name based on the following consideration found in the Town of Sylvan Lake Naming Application Form. i. Biographical/background information if named for person or event, including historical significance of names and/or location where name is to be used. ii. Where appropriate, names nominated by the general public include written consent from the nominee or his/her estate that use of the name is granted. iii. Proposed wording for signage or plaque related to ‘naming. This information will be attached to the report to Town of Sylvan Lake Council for review and approval. Location of the proposed honour. Letters of support from recognized organizations or local community members in support of 'naming‘ requests. vi. Letter from requester including identification of any associated costs and confirmation of funding source(s). Once received by the CA0 they will circulate information to members of the Town of Sylvan Lake Naming Committee for comment. Upon receipt of the nomination, Sylvan Lake and District Archives will, when appropriate, provide further research on the historical signi?cance of the name and/or location. When required, representative(s) from emergency responders will consider the proposed name for emergency service operations, if necessary, polling other emergency service department representatives for comment/support, in particular, heeding needs with respect to dispatching personnel in emergency situations. Addressing & Data Services representative will evaluate the name against listing sources and criteria/guidelines as approved by the Town of Sylvan Lake Council. 4. Naming Approval Process 4.1 4.2 4.3 The Town of Sylvan Lake Naming Committee shall investigate all names submitted for naming community parks, playgrounds, trails, public facilities and other Town of Sylvan Lake public facing assets. This investigation may include a public process or consultation. Upon completion of the investigation and evaluation process and when it has been concluded that the nominated name warrants inclusion, the nominated name will be presented to Town of Sylvan Lake Council by the Town of Sylvan Lake Name Naming Committee, at which point the ?nal decision rests with Council. Alternatively, the Town of Sylvan Lake Naming Committee could choose to recommend that Council reject an application that, in their opinion, does not meet sufficient criteria to be considered, or recommend to Council that the application be added to the NAME BANKfor future consideration. Accompanying all recommendations should be an estimate of cost of implications including, but not limited to, signage, commemorative plaque(s), marketing, publications, advertising and press releases. 4.4 4.5 Allcommunity parks, playgrounds, trails, public facilities,and other Town of Sylvan Lake public facing assets named in honor of an individual should be for perpetuity. Those named for ?nancial contribution will be for a fixed length of time as outlined in the terms of the contract negotiated by the Administration. The naming rights for those facilities named for financial contribution willbe detailed in a legal document, which should include the following: ii. iii. iv. v vi. vii. Vlll ix. x Xl A description of the contractual relationship, specifying the exact nature of the agreement. The term of the agreement Renewal options if any Value assessment, including cash, in-kind goods and services (and method of evaluation in-kind contributions) Payment schedule Any commissions to be paid, accompanied by a payment schedule Rights and benefits Agreement to remove or cover signage for a limited time and only during an event where the Town has a legal obligation to ensure sites are free of corporate signage. Release, indemni?cation, and early termination clauses Insurance clauses Con?dentiality terms :.In addition, the Town of Sylvan Lake Naming Committee shall examine any other matters referred to by the Town of Sylvan Lake Council related to naming issues. <br><br> <br><br>Street Naming and Civic Addressing Policy: <br><br>POLICY STATEMENT: The Town of Sylvan Lake shall establish and maintain an effective and orderly system for the naming and numbering of neighbourhoods and districts, public roadways, municipal reserves, buildings and structures within the Town of Sylvan Lake corporate limits. This system will regulate the display of civic addresses in order to identify properties and provide the Town with a logical and uniform process for approving street names. THE PURPOSE OF THIS POLICY IS TO: 1. Establish a sense of community identity through naming of neighbourhoods and public roadways. 2. Establish the roles, responsibilitíes and guidelines for the naming of the various elements covered by this policy. 3. Establish a classification of roadways and set forth guidelines for applying the classifications. 4. Create an orderly and consistent civic address numbering system for properties and buildings which will assist in accommodating the delivery of municipal and emergency services. <br><br>2. RESPONSIBILITIES: a. Council: i. Approves policy. b. Chief Administrative Officer: i. Approves procedure. ii. Administers the policy and procedures; and Page w 2 of 10 iii. Advise Departments in the correct application of the policy and procedures. c. Directors: i. Ensures that all Department employees are familiar with the policy; ii. Administers the policy within the Department; iii. Recommends changes in policy and procedures; d. Development Officer: i. Ensures that the Town of Sylvan Lake street names/civic addresses comply with all approved policies and procedures for the Town. 1. Naminq Neiqhbourhoods or Districts: a. The name for a new neighbourhood or district shall be established at the same time that the detailed land use plan for the area is approved by Council. The name of the neighbourhood or district and the detailed land use plan shall be the same. b. The names for new neighbourhoods and commercial or industrial districts (parks) are generally proposed by the Developer of the area and submitted to the Town for consideration and approval. c. Consideration to the following should be given when assigning names to neig hbourhoods and districts : i. early settlers to the area shall be used wherever possible to reflect the heritage or history of the area and Town; or ii. individuals who have contributed significantly to the community; or iii. a historical event significant to Sylvan Lake and surrounding area; or iv. the flora and fauna of the local area or the geographic location within the larger community; or v. the nature of the district and its geographic location within the larger community; Proposed names shall not typically: vi. include abbreviations, hyphenated names, and names with an apostrophe, or have more than two words; vii.duplicate or phonetically resemble those of any other neighbourhood, district or roadway already in use in the Town of Sylvan Lake; 2. Naming Roadways: a. Local and collector roadways may be named or numbered. Arterial roadways shall be numbered based on the Town's roadway numbering grid wherever possible (See Schedule A). b. Historically significant names or individuals who have contributed to the Community shall be given priority in determination of street naming in the Town. c. The Development Officer shall obtain from the Sylvan Lake Archives Society a list of the following to assist the Developer in determining the 'prefix names' which may be used for local and collector roadways: i. names of early settlers to the area beginning with the same letter as the approved neighbourhood or district (ie. ""R"" for Ryders Ridge Subdivision) to reflect the heritage or history of the area and Town; or ii. individuals who have contributed significantly to the community; or iii. a historical event éignificant to Sylvan Lake and surrounding area; or iv. the flora and fauna of the local area or the geographic location within the larger community; or v. Prefix names may also be proposed by the Developer of the area and submitted to the Town for consideration and approval. d. Proposed prefix names shall not i. include abbreviations, hyphenated names, and names with an apostrophe, or have more than one word (the suffix name is the second word); ii. duplicate or phonetically resemble those of any other neighbourhood, district or roadway already in use in the Town of Sylvan Lake; iii. use words that describe the roadway types found in Schedule'B'; e. All roadway descriptions include a street type (sometimes referred to as the street name suffix). When choosing the proposed suffix names the Developer shall take into consideration definitions regarding street type suffixes (as attached in Schedule ""8""). Once the Developer has selected the complete proposed street names, they shall submit it to the Development Officer, who shall in turn, refer to internal departments for their comments. f. The Development Officer shall prepare a final report based on comments received and present it to the Municipal Planning Commission for their consideration and recommendation to Council. The report shall include reasons for historical significance of a proposed street name, if any, such information being received from the Sylvan Lake & District Archives Society. 3. Civic Addresses for Parcels a. All requests for new civic addresses shall be forwarded to the Development Officer for approval. Once a subdivision has been granted tentative approval by the Subdivision Authority, the Development Officer shall assign civic addresses to each new parcel within the tentative plan of subdivision. The civic addresses will not be supplied to the Developer and the other affected parties until the final plan of subdivision has been registered at Land Titles and a new plan number has been obtained. b. The address of a parcel should reflect the name of the roadway which abuts the front parcel boundary in accordance with the Town's Land Use Bylaw. c. All properties along a roadway shall be assigned numbers consecutively, usually starting at one end of the roadway and terminating at the opposite end, to represent an incremental distance along the roadway. d. Even and odd numbers shall be allocated to opposite sides of the roadway. Where possible, even numbers shall be on the west side of streets and on the south side of avenues; odd numbers should be found on the east side of streets and the north side of avenues. Once the odd/even pattern has been established on a roadway, it should not change. e. A house number on a named roadway may also be determined by the grid system (See Schedule 'A') or by an arbitrary starting point on that roadway. A four digit address system should be used in grid patterned areas (ex. 4260 50 Street). f. A permanent civic address must be suitably affixed to the structure (minimum size 15.24 cm (6"")) and must contrast to the colour of the building or structure to which it is affixed. 4. Civic Addressinq of Commercial/lndustrial Parcels: a. Where there is more than one building on a single parcel each building shall be assigned a unique number in addition to the address of the shared parcel (e.9. 200, 3715 47 Avenue) and the numbers assigned to each building shall progress in a logical increasing or decreasing fashion based on how one enters and moves through the site (typically east to wesU and north to south). b. The address must appear on the outside of a building to indicate the building's location in relation to those on the block face. 5. Civic Addressino within Build tnos: a. lnternal numbering should reflect the following approach to the greatest possible extent: i. Secondary suites shall be numbered with a 'B' extension to the main address (ex. main address is 28 Rogers Road and the secondary suite address would be 288 Rogers Road). ii. For ground floor or first floor units in a condominium or fee simple development (residential/commercialiindustrial), numbering shall be assigned -'i00-f 99. Where an internal number greater than 199 is required for a given floor, it is permissible to proceed into the next series provided those numbers are not used elsewhere in the same structure; and succeeding floors shall be numbered in accordance with the preceding guidelines, with the exception that the first numbers for each unit are the respective floor numbers. An example of a condominium address on a first floor would be 101, 3 Broadway Rise.",Park and Playground Naming Application: https://sylvanlake.civicweb.net/filepro/documents/70005/?preview=70057,N/A,52.355278,-114.155278
alberta_taber,,record,Taber,Alberta,Yes,"Naming Rights: <br><br>1.0 PURPOSE1.1 <br><br>This procedure outlines the criteria for solicitation, evaluation, approval and the monitoring process for naming right proposals for recreation facilities, institutional facilities, rooms, green open spaces, roadways, and outdoor sport areas. <br><br>2.2 Scope  <br><br>2.2.1 Assets under the jurisdiction of the Corporation of the Town of Taber, including rooms, roadways and components of Town parks and facilities. <br><br>Applies to any individual, corporation or external organization that proposes to name a room, roadway or component of a new or existing municipal facility in recognition for financial or other support.Criteria for Naming Rights: <br><br>2.3.1 All naming rights arrangements must not compromise, influence or alter the corporate goals and priorities of the Town, or diminish the Town's public image. <br><br>2.3.2 Naming rights arrangements must enhance the delivery or general public awareness of Town services or activities and complement public relations and visual identity of the Town.2.3.3 Naming rights arrangements must comply with all Federal and Provincial statutes, Municipal bylaws, and corporate policies and procedures.2.3.4 Managing naming rights arrangements should not require disproportionate administrative resources.2.3.5 Display of naming rights must not take precedence over the display of the <br><br>Town's corporate identity on its facilities and must not incur any safety risk.Restrictions for Naming Rights: <br><br>2.4.1 The Town will not solicit or accept sponsorships, naming rights or advertising sales from companies whose reputation could prove detrimental to the Town's public image. <br><br>2.4.2 The Town will not allow sponsorships or advertising, either directly through third party arrangements that: <br><br>2.4.2.1 Promotes alcohol and other addictive substances, at events or venues geared primarily to children; <br><br>2.4.2.2 Promotes the sale of tobacco; <br><br>2.4.2.3 Promotes pornography;2.4.2.4 Promotes the support of the Town's involvement in the production, distribution, and sale of weapons and other life-threatening products;2.4.2.5 Presents demeaning or derogatory portrayals of individuals or groups or contain any message that is likely to cause deep or widespread offence; <br><br>2.4.2.6 Promotes religious or political messages that might be deemed prejudicial to other religious or political groups; or,2.4.2.7 Conveys a religious or political message, promote a political party or election candidate.Naming Rights Solicitation: <br><br>2.5.1 Council will consider interest from potential sponsors for naming rights for specific rooms, components of Town parks and facilities, roadways, or entire parks or facilities. <br><br>2.5.2 Where appropriate, the Town may issue a Request for Proposal (RFP) for naming rights for a specific room, components of Town parks and facilities, or entire parks or facilities. <br><br>2.5.3 Naming rights must not negatively affect the reputation and integrity of <br><br>Town properties.Naming Rights Evaluation: <br><br>2.6.1 All naming rights arrangements will be evaluated by Council. <br><br>2.6.2 Council will include considerations for financial benefit, and/or to celebrate a prominent local individual or organization.2.6.3 In evaluating naming rights opportunities, Council will consider the following factors: <br><br>2.6.3. 1 Whether the department has sufficient resources (staff and financial) to maximize the benefit of naming arrangement without compromising the effective delivery of municipal service and goals of the Town; and, <br><br>2.6.3.2 Whether the naming rights opportunity enhances the Town's image.Naming Rights Agreements: <br><br>2.7.1 All naming rights arrangements must be confirmed with a written agreement outlining the benefits, roles and responsibilities, fees, duration and other agreed terms of the naming rights arrangement. The Municipality must maintain record of these agreements, including receipts2.7.2 The Town reserves the right to terminate an existing naming rights arrangement should conditions arise that make it no longer in the best interest of the Town.Naming Rights Approval: <br><br>2.8.1 Council will approve all naming rights applications.Naming Rights Approval: <br><br>2.8.1 Council will approve all naming rights applications. <br><br>Naming Rights Fee Guidelines: <br><br>2.9.1 Timeline: 15 years or the life of the facility. <br><br>2.9.1.1 New Facility $500,000. <br><br>2.9.1.2 Existing Facility $100,000. <br><br>2.9.1.3 For $20,000:ball diamond, Water Slide. Hot Tub. Park. Playground. Meeting room. Road. 2.9.2 For $10,000: <br><br>2.9.2.1.1Dressing Room. 2.9.2.1.2 change room 2.9.3 Sponsorship rates on new facilities will be determined based on the scope of the project.",N/A,N/A,49.78475,-112.150972
newbrunswick_belledune,,record,Belledune,New Brunswick,No,N/A,N/A,llee@belledune.com,47.864444,-65.921389
alberta_mclennan,,record,McLennan,Alberta,No,N/A,N/A,admin@mclennan.ca,55.708611,-116.907222
newbrunswick_fredericton,,record,Fredericton,New Brunswick,Yes,"1. POLICY STATEMENT 1.1 The naming of a City facility or public space requires the approval of City Council. 1.2 Typically, City facilities and public spaces are named to reflect their functional use or geographic location. 1.3 Notwithstanding Step 1.2 above, in special circumstances, City Council may choose to assign a specific name to a facility/public space. 1.3.1 Should an unsolicited request to name a City facility/public space be received, City Council reserves the right to either deny the request or consider the request as part of a broader public consultation process to select a name in accordance with the guidelines set out in this Policy. 1.4 Facilities/public spaces may be named upon completion of construction/development or at any other time as determined by City Council. 1.5 Council determines the most appropriate process for selecting the name of the facility/public space. 1.6 Council’s intent to name a City facility/public space is communicated to the public. 1.7 When naming a City facility/public space, Council may take into consideration the following criteria: 1.7.1 Has the City received commercial sponsorship in return for naming a facility/public space in order to reduce the capital and/or operating costs of the facility/public space (in these circumstances, Council may assign a time limit to the sponsored name which is negotiated on a case-by-case basis); 1.7.2 Has the City received broad public support or articulated preference from residents in the neighbourhood surrounding the facility/public space; 1.7.3 Does the City wish to honour the City’s heritage or culture; 1.7.4 Does the name reflect the functional use or an outstanding feature of the facility/public space; 1.7.5 Is there a neighbourhood or geographic significance (i.e. location of the facility/public space); 1.7.6 Does the City wish to name a facility/public space in honor of an individual(s) or organization who/that has made a significant contribution to the development or recognition of the community. Possible criteria may include, but is not limited to, whether the individual(s) or organization: 1.7.6.1 Is a native son/daughter of long-term residency; 1.7.6.2 Has contributed philanthropic or meritorious service to the community; and/or 1.7.6.3 Has achieved significant distinction in a public service role. 1.8 City Council reserves the right to: 1.8.1 receive recommendations from staff for potential facility/public space names; 1.8.2 call for nominations from the community for potential facility/public space names; 1.8.3 consider a request from members of the community asking that a City facility/public space be given a specific name; and/or 1.8.4 establish an independent committee to conduct research and recommend a suitable name for a facility/public space. 1.9 Any recommendation or request must include supporting information explaining the rationale for the recommendation/request and be submitted to City Council in an Administrative Report (Form No. GOV-FRM-002, Administrative Report) by the Director of the Department which manages the facility or public space and in accordance with Procedure No. COR-OP-020, Facility Construction. 1.10 A facility/public space may have both commercial and citizen components in its name, keeping in mind the requirement to translate the name and to create appropriate signage. 1.11 If a facility/public space is being named for an organization or commercial entity that has a logo or trademark, the logo or trademark may be displayed on the signage with the approval of City Council. (Display of the name must not conflict with the display of the City’s corporate identity on its facilities.) 1.12 If a City facility/public space is significantly altered or ceases to exist (i.e. decommissioned, sold or demolished), the name may or may not continue. This is determined by City Council, in consultation with appropriate City staff and/or the public to determine the appropriate action which may include continuing the name in a replacement or other City facility/public space. 1.13 City Council reserves the right to rename or remove the name of a facility/public space should they find that the continued use of the name would not be in the best interests of the community. 2. DEFINITIONS 2.1 Facility/Facilities: A “facility” or “facilities” includes, but is not limited to, any building, structure or identifiable landmark owned or under the control of the City of Fredericton. 2.2 Public Space: A “public space” includes, but is not limited to, any plaza, open space, park, trail, sports field, landscaped area or land feature owned or under the control of the City of Fredericton.",N/A,mayor@fredericton.ca,45.945278,-66.666667
newbrunswick_campbellton,,record,Campbellton,New Brunswick,No,N/A,N/A,nancyb@campbellton.org,47.999336,-66.683511
alberta_morinville,,record,Morinville,Alberta,Yes,Municipal Naming Policy,CP225/2022 - PED323/2020 Commemorative Naming,N/A,53.802778,-113.643889
alberta_mountainviewcounty,,record,Mountain View County,Alberta,Yes,Naming County Roads,Policy #4002,info@mvcounty.com,51.678611,-114.236667
alberta_thorhildcounty,,record,Thorhild County,Alberta,No,N/A,N/A,christiane.benoit@thorhildcounty.com,54.245,-113.049722
newbrunswick_florenceville-bristol,,record,Florenceville-Bristol,New Brunswick,No,N/A,N/A,cao@florencevillebristol.ca,46.452132,-67.606442
alberta_sundre,,record,Sundre,Alberta,No,N/A,N/A,N/A,51.795556,-114.637778
newbrunswick_grandbay-westfield,,record,Grand Bay-Westfield,New Brunswick,No,N/A,N/A,administration@towngbw.ca,45.340556,-66.253889
newbrunswick_campobelloisland,,record,Campobello Island,New Brunswick,No,N/A,N/A,campobelloclerk2@yahoo.ca,44.890205,-66.93099
alberta_edson,,record,Edson,Alberta,No,N/A,N/A,foip@edson.ca,53.583611,-116.432778
saskatchewan_arlingtonno79,,record,Arlington No. 79,Saskatchewan,No,N/A,N/A,rm79@sasktel.net,49.623838,-108.658893
alberta_woodbuffalo,,record,Wood Buffalo,Alberta,No,N/A,N/A,mayor@rmwb.ca,57.664167,-112.005
alberta_whitecourt,,record,Whitecourt,Alberta,No,N/A,N/A,tompickard@whitecourt.ca,54.141111,-115.684167
alberta_smokylake,,record,Smoky Lake,Alberta,No,N/A,N/A,town@smokylake.ca,54.151389,-112.643611
alberta_highriver,,record,High River,Alberta,No,N/A,N/A,legislativeservices@highriver.ca,50.579722,-113.874167
alberta_holden,,record,Holden,Alberta,No,N/A,N/A, cao@holden.ca,53.233333,-112.233889
saskatchewan_duval,,record,Duval,Saskatchewan,No,N/A,N/A,jeff.jones@sasktel.net,51.157236,-104.990489
alberta_countyofstpaulno19,,record,County of St. Paul No. 19,Alberta,No,N/A,N/A,N/A,53.933056,-111.316111
newbrunswick_bathurst,,record,Bathurst,New Brunswick,Yes,"Sorry it's a mash of French and English: <br><br>Intent: Intention : To establish guidelines for the naming of Parks throughout the City of Bathurst. Élaborer des directives pour le choix du nom des parcs dans la Ville de Bathurst. Objectives Objectifs a) To provide names for Parks located in the City of Bathurst. a) Choisir des noms pour les parcs situés dans les limites de la Ville de Bathurst. b) To encourage dedications of lands or donations d) Encourager les réserves ou dons de terrain. c) To receive public input on the naming of local park areas c) Encourager la participation du public dans le choix du nom des parcs. Provisions Dispositions The community may be invited to submit names for consideration in keeping with the provisions of this policy. La communauté serait invitée à soumettre des noms dans le respect des dispositions de cette politique. Consideration will be given to the following criteria in naming Parks in the City of Bathurst: On tiendra compte des critères suivants dans le choix du nom des parcs de la Ville de Bathurst : 1. No Park should have the same or similar name as another Park. 1. Aucun parc n’aura le même nom ou un nom similaire à un autre parc. 2. The name of the Park must be bilingual in nature. 2. Le nom d’un parc doit être bilingue. 3. The name may relate to events of historic significance. 3. Le nom peut être relié à des évènements historiques. 4. The name may relate to persons of historic significance or who are local, provincial, or national heroes. 4. Le nom peut être relié à des figures historiques ou à un héros local, provincial ou national. 5. The name of person(s)/family who have contributed a significant long-term service to the community of the City of Bathurst. 5. Le nom peut être relié à une (des) personne(s) ou famille(s) qui ont, pendant plusieurs années, apporté une contribution significative à la communauté de la Ville de Bathurst. 6. The name of a corporate body making a significant financial contribution and/or maintenance of the Park over a number of years. 6. Le nom peut être relié à une personne morale qui participe depuis plusieurs années, soit par des contributions financières substantielles ou en se chargeant de l’entretien du parc. 7. The name of ecological resources important to the area. 7. Le nom peut être relié à des ressources écologiques importantes du milieu. 8. Parks shall not be named after a local elected official until that official is retired from Office. 8. On ne pourra pas nommer le parc du nom d’un(e) représentant(e) élu(e) local(e) avant que celui-ci (celleci) n’ait quitté la fonction publique. 9. If an individual is deceased, a period of one (1) year must elapse prior to accepting nominations in their name. 9. Si le nom choisi est relié à une personne décédée, la candidature de ce nom ne pourra être retenue avant une année suivant la date du décès. 10. The name relating to a local cultural significance. 10. Le nom peut avoir une signification culturelle pour les gens de la municipalité. 11. The name, in honor, of persons who have donated land for park use. 11. Le nom peut être relié à une personne qui a fait don d’un terrain pour la création d’un parc. 12. Names relating to the subdivisions or streets adjacent to the park space. 12. Le nom peut être relié à un lotissement ou à une rue adjacent(e) au parc. 13. Contributions made in memoriam where the name is a condition of the agreement. 13. Le nom peut être relié à une personne qui a fait un don « In Memoriam », lorsque le don est conditionnel à l’utilisation du nom. Nomination Form Formulaire de mise en candidature A completed application form with the proposed name and justification as per the policies contained herein is to be submitted to the office of the Mayor. Written approval of next of kin is also required for memorials. La candidature sera soumise au bureau du maire en remplissant le formulaire de mise en candidature et en justifiant son choix selon les règlements de la présente politique. S’il s’agit d’un geste posé à la mémoire de quelqu’un, l’approbation écrite du plus proche parent est requise. Following a review of applications, City Council shall determine the name for any City park. Suite à l’étude des candidatures, le Conseil de Ville arrêtera son choix sur un nom pour chaque parc à l’intérieur des limites de la ville. The provisions contained herein shall not prevent the naming of donated items such as benches, trees, fountains, etc., nor the additional naming of internal park spaces and sections in keeping with the provisions of this policy. Les règlements de la présente politique n’empêchent pas de donner des noms à des éléments tels les bancs, arbres, fontaines, etc., ou à des espaces spécifiques à l’intérieur d’un parc, sous réserve du respect des règlements de la présente politique. Should no nominations be forthcoming the City will adhere to the policy in developing its own name for a park space. Dans le cas ou aucune mise en candidature n’est soumise, la Ville se réserve le droit de choisir un nom de parc selon les règlements de la présente politique. Renaming Changement de nom Names are intended to be permanent in nature. Requests for name changes will be strongly resisted. En général, on considère que le nom est attribué de façon permanente. Il y aura une forte opposition à toute demande de changement de nom. Signage for Parks Signalisation dans les parcs All signage for Parks shall be bilingual La signalisation dans les parcs devra être bilingue All signage for Parks will be consistent in size and appearance. La signalisation dans les parcs respectera un standard de dimensions et d’esthétisme. All signs erected with the name of the Park will be subject to the approval of City Council. La signalisation affichant le nom d’un parc devra être approuvée par le Conseil de Ville.",N/A,city@bathurst.ca,47.626111,-65.628333
